name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;372;0;488;3079;1519;3079;1611;0
header;210;183;210;218;1831;218;1831;183
A;1313;428;1313;431;1317;431;1317;428
B;1118;479;1118;497;1131;497;1131;479
C;1194;562;1194;589;1209;589;1209;562
B;1216;563;1216;588;1223;588;1223;563
C;1047;656;1047;675;1059;675;1059;656
C;1059;735;1059;763;1077;763;1077;735
A;834;782;834;808;853;808;853;782
A;813;1021;813;1028;817;1028;817;1021
B;668;1095;668;1114;683;1114;683;1095
A;1270;1178;1270;1204;1287;1204;1287;1178
B;1070;1187;1070;1204;1085;1204;1085;1187
A;1482;1559;1482;1584;1500;1584;1500;1559
D;1450;1567;1450;1585;1464;1585;1464;1567
A;581;1649;581;1650;583;1650;583;1649
A;966;1722;966;1722;966;1722;966;1722
A;1169;1821;1169;1846;1173;1846;1173;1821
B;1536;1865;1536;1891;1544;1891;1544;1865
D;1316;1960;1316;1978;1330;1978;1330;1960
B;980;2083;980;2110;996;2110;996;2083
A;1137;2409;1137;2419;1145;2419;1145;2409
B;1220;2433;1220;2459;1241;2459;1241;2433
A;1227;2479;1227;2504;1246;2504;1246;2479
D;743;2563;743;2590;771;2590;771;2563
B;1383;2653;1383;2679;1398;2679;1398;2653
A;1401;2793;1401;2797;1405;2797;1405;2793
